83.8 25.4  60308
83.8 25.4  1
123
5.579463129999999655e+05 7.134230500000000000e+06 4.696576537999999914e+02 -3.899999999999999911e+00 5.195000000000000284e+00
5.578891250000000000e+05 7.134228500000000000e+06 4.694557495000000245e+02 -4.099999999999999645e+00 5.205000000000000071e+00
5.578316879999999655e+05 7.134226000000000000e+06 4.715105896000000030e+02 -4.700000000000000178e+00 5.235000000000000320e+00
5.577408129999999655e+05 7.134223500000000000e+06 4.712752686000000040e+02 -9.000000000000000000e+00 5.450000000000000178e+00
5.576823750000000000e+05 7.134222500000000000e+06 4.693045958999999812e+02 -1.250000000000000000e+01 5.625000000000000000e+00
5.576238750000000000e+05 7.134220500000000000e+06 4.667829285000000255e+02 -1.469999999999999929e+01 5.735000000000000320e+00
5.575653129999999655e+05 7.134219500000000000e+06 4.639395446999999990e+02 -1.550000000000000000e+01 5.775000000000000355e+00
5.574978750000000000e+05 7.134217000000000000e+06 4.620816649999999868e+02 -1.610000000000000142e+01 5.804999999999999716e+00
5.574471250000000000e+05 7.134216000000000000e+06 4.610025939999999878e+02 -1.619999999999999929e+01 5.809999999999999609e+00
5.573961879999999655e+05 7.134214500000000000e+06 4.599175720000000069e+02 -1.530000000000000071e+01 5.764999999999999680e+00
5.573451250000000000e+05 7.134213000000000000e+06 4.584447632000000112e+02 -1.330000000000000071e+01 5.665000000000000036e+00
5.572851250000000000e+05 7.134212500000000000e+06 4.559057922000000076e+02 -1.040000000000000036e+01 5.519999999999999574e+00
5.572336250000000000e+05 7.134212000000000000e+06 4.538994751000000178e+02 -6.700000000000000178e+00 5.334999999999999964e+00
5.571736879999999655e+05 7.134211000000000000e+06 4.511697998000000212e+02 -5.000000000000000000e+00 5.250000000000000000e+00
5.571223129999999655e+05 7.134211500000000000e+06 4.507529906999999980e+02 -8.199999999999999289e+00 5.410000000000000142e+00
5.570713750000000000e+05 7.134212500000000000e+06 4.511019286999999736e+02 -1.290000000000000036e+01 5.644999999999999574e+00
5.569958750000000000e+05 7.134214500000000000e+06 4.517804565000000139e+02 -1.469999999999999929e+01 5.735000000000000320e+00
5.569298129999999655e+05 7.134216000000000000e+06 4.532593994000000066e+02 -1.719999999999999929e+01 5.860000000000000320e+00
5.568726250000000000e+05 7.134218500000000000e+06 4.551995850000000132e+02 -2.000000000000000000e+01 6.000000000000000000e+00
5.568161879999999655e+05 7.134222000000000000e+06 4.582608031999999980e+02 -2.010000000000000142e+01 6.004999999999999893e+00
5.567603750000000000e+05 7.134224000000000000e+06 4.609667053000000010e+02 -2.039999999999999858e+01 6.019999999999999574e+00
5.579780000000000000e+05 7.134006000000000000e+06 4.653915405000000192e+02 -1.559999999999999964e+01 5.780000000000000249e+00
5.579238750000000000e+05 7.134008500000000000e+06 4.644563292999999931e+02 -1.619999999999999929e+01 5.809999999999999609e+00
5.578618750000000000e+05 7.134010500000000000e+06 4.634571533000000159e+02 -1.780000000000000071e+01 5.889999999999999680e+00
5.578076250000000000e+05 7.134013500000000000e+06 4.629100341999999841e+02 -1.850000000000000000e+01 5.924999999999999822e+00
5.577298750000000000e+05 7.134017500000000000e+06 4.638599854000000278e+02 -2.189999999999999858e+01 6.094999999999999751e+00
5.576588750000000000e+05 7.134020000000000000e+06 4.666421508999999901e+02 -2.389999999999999858e+01 6.195000000000000284e+00
5.575871879999999655e+05 7.134022500000000000e+06 4.633637084999999729e+02 -2.539999999999999858e+01 6.269999999999999574e+00
5.575308750000000000e+05 7.134025500000000000e+06 4.617167357999999808e+02 -2.430000000000000071e+01 6.214999999999999858e+00
5.574656879999999655e+05 7.134028000000000000e+06 4.610299072000000251e+02 -2.760000000000000142e+01 6.379999999999999893e+00
5.574078750000000000e+05 7.134028500000000000e+06 4.592264708999999812e+02 -2.660000000000000142e+01 6.330000000000000071e+00
5.573576250000000000e+05 7.134030000000000000e+06 4.596013793999999848e+02 -2.189999999999999858e+01 6.094999999999999751e+00
5.573068129999999655e+05 7.134030000000000000e+06 4.607453002999999967e+02 -1.669999999999999929e+01 5.834999999999999964e+00
5.572383129999999655e+05 7.134029500000000000e+06 4.609534302000000139e+02 -1.480000000000000071e+01 5.740000000000000213e+00
5.571865000000000000e+05 7.134027500000000000e+06 4.624313354000000231e+02 -1.519999999999999929e+01 5.759999999999999787e+00
5.571086879999999655e+05 7.134024500000000000e+06 4.642018127000000050e+02 -1.730000000000000071e+01 5.865000000000000213e+00
5.570478750000000000e+05 7.134022000000000000e+06 4.657513427999999749e+02 -1.769999999999999929e+01 5.884999999999999787e+00
5.569871879999999655e+05 7.134018500000000000e+06 4.664633483999999726e+02 -1.710000000000000142e+01 5.855000000000000426e+00
