-0.000050 1.000000
-0.000040 1.000000
-0.000030 1.000000
-0.000020 1.000000
-0.000010 1.000000
0.000000 1.000000
0.000010 0.000000
0.000020 0.000000
0.000030 0.000000
0.000040 0.000000
0.000050 0.000000
0.000060 0.000000
0.000070 0.000000
0.000080 0.000000
0.000090 0.000000
0.000100 0.000000
0.000200 0.000000
0.000300 0.000000
0.000400 0.000000
0.000500 0.000000
0.000600 0.000000
0.000700 0.000000
0.000800 0.000000
0.000900 0.000000
0.001000 0.000000
0.002000 0.000000
0.003000 0.000000
0.004000 0.000000
0.005000 0.000000
0.006000 0.000000
0.007000 0.000000
0.008000 0.000000
0.009000 0.000000
0.010000 0.000000
